url,titles
https://cp-algorithms.com/,['Algorithms for Competitive Programming¶']
https://codeforces.com/,[]
https://statusneo.com/concurrency-in-python-threading-processes-and-asyncio/,['StatusNeo']
https://www.educative.io/blog/scaling-in-python,['An Introduction to Scaling Distributed Python Applications ']
